lng,lat,value,name
-95.119736,29.831805,70,CVC_CVCG1_5
-96.460658,30.721863,70,DANSBY_ALL
-97.699502,32.403234,80,DC2SES_ALL
-97.612682,30.304289,80,DECKER_DPG1
-96.56924,33.817847,80,DENISON_G1_2
-100.975986,32.864857,80,DERMOTT_ALL
-95.085844,29.723605,80,DIB_DIB_G1
-95.388828,28.982454,70,DOW_61_2_63
-98.175072,26.342236,80,DUKE_GST1CCU
-96.954831,28.674719,100,DUP_DUPV1_G1
-100.393714,29.324061,80,ECLIPSE_UN1
-101.398767,32.140883,80,ELB_ELBCREEK
-99.117156,34.101749,80,ELECTRAW_1_2
-100.735316,32.73004,80,ENAS_ENA1
-96.674723,32.319935,60,ETCCS_CCU
-98.909318,27.191033,90,EXGNSND_RN
-99.005594,27.506281,90,EXGNWTL_1
-95.011588,29.756264,70,EXN_14
-99.161754,26.558077,90,FAL_FALCONG1
-95.446822,29.639945,70,FEGC_RN
-98.374899,30.5539,70,FERGCC_GT1_1
-100.711921,29.76559,80,FERMI_ALL
-101.421301,32.27251,80,FLCNS_UNIT1
-98.46429,32.33178,80,FLTCK_SSI
-101.157666,32.889822,80,FLUVANNA_1_2
-96.539894,28.649435,100,FO_FORMOSA11
-96.540798,28.695107,100,FO_FORMOSG1
-96.750626,29.916026,60,FPPYD_FPP_G1
-96.111612,31.890452,70,FREC_1_CCU
-96.490885,32.756605,80,FRNYPP_1_CCU
-95.918071,30.592818,70,FTR_FTR_G1_4
-98.623858,31.688285,80,FTWIND_UNIT1
-95.219433,29.82163,70,GBY_GBY_5
-96.081494,30.620015,70,GIB_GIB_CRG1
-100.861431,31.909922,80,GOA_GOATWIND
-99.368737,33.673808,80,GPASTURE_ALL
-101.36045,35.25418,80,GRANDVW1_A_B
-98.61206,33.134983,80,GRSES_UNIT2
-98.148424,29.620519,80,GUADG_CCU1
-101.410181,32.196647,80,GUNMTN_NODE
-98.56649,31.43098,70,GWEC_G1
-97.989828,29.781215,80,HAYSEN1_2
-99.69967,29.226574,80,HELIOS_RN
-98.88706,29.985029,80,HHGT_KENDAL
-100.040198,32.226344,80,HHOLLW2_WND1
-101.350471,31.123879,80,HICK_G1_G2
-97.218583,32.727726,80,HLSES_UNIT3
-99.552687,33.289897,80,HORSECRK_RN
-103.36537,30.94724,100,HOVEY_GEN
-102.30457,34.77335,80,HRFDWIND_ALL
-99.278334,32.824168,80,HWF_HWFG1
-102.092793,30.915068,70,IN_INDNENR
-100.596358,32.497305,80,IND_INADALE1
-102.040987,30.925602,70,INDN_INDNNWP
-97.241628,27.886542,90,INGLCOSW_STG
-98.385177,30.731403,70,INKS_INKS_G1
-97.956,33.102714,80,JCKCNTY2_CT3
-98.217426,33.113825,80,KEECHI_U1
-102.365451,30.822282,70,KEO_KEO_SM1
-101.956368,32.752391,80,LAMESASLR_G
-99.508432,27.566927,80,LARDVFTN_G4
-103.523823,30.367505,500,LASSO_GEN
-96.252773,31.423076,70,LEG_LEG_G1
-98.575478,29.351602,80,LEONLCPCT1_2
-94.743933,31.366025,80,LFBIO_UNIT1
-100.610184,31.095183,80,LGD_LANGFORD
-98.686627,31.847096,80,LGW_UNIT_ALL
-101.307401,34.345076,80,LHORN_N_U1_2
-96.546313,32.836693,80,LHSES_UNIT1
-99.542699,32.530972,80,LNCRK_ALL
-100.70936,32.506124,80,LONEWOLF_ALL
-97.270469,30.147132,60,LOS_LOSTPGT1
-95.589515,33.631386,80,LPCCS_CT11
-97.61333,26.27744,90,LV1A_LV1B
-98.612325,26.472989,90,LV3_RN
-98.517847,26.499807,90,LV5_UNIT1
-97.907464,30.39228,80,MAR_MARSFOG1
-98.256406,30.556606,80,MARBFA
-102.670416,34.677698,80,MARIAH_ALL
-101.280114,32.024824,80,MCDLD_FCSBW1
-96.936722,32.725505,110,MCSES_UNIT6
-97.054138,32.430879,70,MDANP_CT1_2
-101.683502,32.669103,80,MESQCRK_ALL
-100.915765,32.33599,80,MGSES_CT123
-100.633457,35.654473,80,MIAM1_G1_G2
-98.310089,32.658481,80,MIL_MILG1_2
-95.034015,29.667572,70,MIRAGE_G1
-98.396504,26.473188,80,MIRASOLE_GEN
-94.568499,32.259658,80,MLSES_UNIT1
-95.038249,33.090748,80,MNSES_UNIT1
-100.531169,32.994719,80,MOZART_WIND1
-100.972712,33.751761,80,MWEC_G1
-94.900664,31.832427,80,NACPW_UNIT1
-101.530192,31.766443,80,NBOHR_RN
-96.771099,28.511309,100,NCARBID_PUN1
-98.190107,26.340669,80,NED_NEDIN_G1
-97.420862,27.81989,50,NUE_NUECESG7
-102.796692,32.044332,100,NWF_NWF1
-102.326074,31.839086000000002,80,OECCS_1
-96.487141,31.182416,70,OGSES_1
-99.175851,34.082592,80,OKLA_OKLA_G1
-96.452393,33.067991,80,OLIN_OLING_1
-101.37874,32.106742,80,OWF_OWF
-97.590988,27.810305,90,OXY_PUN1
-96.615075,33.580987,80,PANDA_S_CT1
-97.31551,31.05634,80,PANDA_T1_CT1
-102.963513,31.585285,90,PB2SES_CT1
-101.469954,32.137619,80,PC_NORTH_1
-99.091855,28.92777,70,PEAR_PEARS_1
-97.599773,27.000141,90,PENA_ALL
-101.15380999999999,35.40226,80,PH1_UNIT1_2
-95.63046,29.483665,70,PNPI_GT2_RN
-95.25575,29.697751,70,PR_PR_G2
-95.111488,29.816829,70,PSA_PUN1
-100.728414,32.53232,80,PYR_PYRON1
-102.315635,31.84202,80,QALSW_ALL
