lng,lat,value,name
-95.104872,29.876916,110,CHAMON_UN1
-95.233636,29.710523,110,CHE_PUN1
-97.213174,28.71506,110,COL_COLETOG1
-101.184903,33.979043,120,COTPLNS_RN
-97.424589,27.950722,100,COTTON_PAP2
-97.78547,32.298759,110,CPSES_UNIT1
-100.83267,32.753102,120,CSC_CSECG1_2
-96.460658,30.721863,110,DANSBY_ALL
-97.699502,32.403234,110,DC2SES_ALL
-97.612682,30.304289,110,DECKER_DPG1
-96.56924,33.817847,130,DENISON_G1_2
-100.975986,32.864857,120,DERMOTT_ALL
-95.085844,29.723605,110,DIB_PUN1
-95.388828,28.982454,100,DOWGEN_PUN1
-98.175072,26.342236,110,DUKE_GST1CCU
-96.954831,28.674719,130,DUP_PUN1
-100.393714,29.324061,120,ECLIPSE_UN1
-101.398767,32.140883,120,ELB_ELBCREEK
-99.117156,34.101749,120,ELECTRAW_1_2
-100.735316,32.73004,120,ENAS_ENA1
-96.674723,32.319935,100,ETCCS_CCU
-98.909318,27.191033,120,EXGNSND_RN
-99.005594,27.506281,110,EXGNWTL_1
-95.011588,29.756264,100,EXN_PUN1
-99.161754,26.558077,120,FAL_FALCONG1
-95.446822,29.639945,110,FEGC_RN
-98.374899,30.5539,100,FERGCC_GT1_1
-100.711921,29.76559,120,FERMI_ALL
-101.421301,32.27251,120,FLCNS_UNIT1
-98.46429,32.33178,110,FLTCK_SSI
-101.157666,32.889822,120,FLUVANNA_1_2
-96.539894,28.649435,130,FO_FORMOSA11
-96.540798,28.695107,130,FORMOSA_PUN1
-96.750626,29.916026,30,FPPYD_FPP_G1
-96.111612,31.890452,110,FREC_1_CCU
-96.490885,32.756605,130,FRNYPP_1_CCU
-95.918071,30.592818,110,FTR_FTR_G1_4
-98.623858,31.688285,110,FTWIND_UNIT1
-95.219433,29.82163,110,GBY_GBY_5
-96.081494,30.620015,110,GIB_GIB_CRG1
-97.270469,30.147132,110,GID_GIDEONG1
-100.861431,31.909922,110,GOA_GOATWIND
-99.368737,33.673808,120,GPASTURE_ALL
-101.36045,35.25418,120,GRANDVW1_A_B
-98.61206,33.134983,120,GRSES_UNIT1
-98.148424,29.620519,110,GUADG_CCU1
-101.410181,32.196647,120,GUNMTN_NODE
-98.56649,31.43098,110,GWEC_G1
-97.989828,29.781215,110,HAYSEN1_2
-99.69967,29.226574,120,HELIOS_RN
-98.88706,29.985029,110,HHGT_KENDAL
-100.040198,32.226344,120,HHOLLW2_WND1
-101.350471,31.123879,110,HICK_G1_G2
-97.218583,32.727726,130,HLSES_UNIT3
-99.552687,33.289897,120,HORSECRK_RN
-103.36537,30.94724,250,HOVEY_GEN
-102.30457,34.77335,120,HRFDWIND_ALL
-99.278334,32.824168,120,HWF_HWFG1
-102.092793,30.915068,110,IN_INDNENR
-100.596358,32.497305,120,IND_INADALE1
-102.040987,30.925602,110,INDN_INDNNWP
-97.241628,27.886542,100,INGLCO_PUN1
-98.385177,30.731403,100,INKS_INKS_G1
-97.956,33.102714,120,JACKCNTY_CT1
-98.217426,33.113825,120,KEECHI_U1
-102.365451,30.822282,110,KEO_KEO_SM1
-102.237844,31.237908,110,KING_KINGNE
