DeliveryDate,DeliveryHour,DeliveryInterval,SettlementPointName,SettlementPointType,SettlementPointPrice,DSTFlag
11/14/2018,8,1,WHCCS2_CC2,LCCRN,537.96,N
11/14/2018,8,1,WHCCS_CC1,LCCRN,537.96,N
11/14/2018,8,1,WHCCS_CT1_ST,PCCRN,537.96,N
11/14/2018,8,1,WHCCS_CT2,PCCRN,537.96,N
11/14/2018,8,1,WHITE_PT_UN1,RN,45.88,N
11/14/2018,8,1,WHTTAIL_WR1,RN,536.78,N
11/14/2018,8,1,WIPOPA_1_2,RN,520.15,N
11/14/2018,8,1,WIPOPA_3_4,RN,520.15,N
11/14/2018,8,1,WIR_WIRTZ_G1,RN,526.37,N
11/14/2018,8,1,WIR_WIRTZ_G2,RN,526.37,N
11/14/2018,8,1,WL_RANCH_RN,RN,529.34,N
11/14/2018,8,1,WNDTS2_UNIT1,RN,536.06,N
11/14/2018,8,1,WND_WHITNEY,RN,537.66,N
11/14/2018,8,1,WOO_WOODWRD1,RN,532.07,N
11/14/2018,8,1,WOO_WOODWRD2,RN,531.71,N
