DeliveryDate,DeliveryHour,DeliveryInterval,SettlementPointName,SettlementPointType,SettlementPointPrice,DSTFlag
11/15/2018,8,1,GRANDVW1_A_B,RN,42.99,N
11/15/2018,8,1,GRSES_UNIT1,RN,42.92,N
11/15/2018,8,1,GRSES_UNIT2,RN,42.93,N
11/15/2018,8,1,GUADG_CC1,LCCRN,46.94,N
11/15/2018,8,1,GUADG_CC2,LCCRN,46.94,N
11/15/2018,8,1,GUADG_CCU1,PCCRN,46.94,N
11/15/2018,8,1,GUADG_CCU2,PCCRN,46.94,N
11/15/2018,8,1,GUNMTN_NODE,RN,43.35,N
11/15/2018,8,1,GWEC_G1,RN,36.09,N
11/15/2018,8,1,HAYSEN1_2,RN,45.54,N
11/15/2018,8,1,HAYSEN3_4,RN,45.54,N
11/15/2018,8,1,HB_BUSAVG,SH,44.24,N
11/15/2018,8,1,HB_HOUSTON,HU,41,N
11/15/2018,8,1,HB_HUBAVG,AH,44.38,N
11/15/2018,8,1,HB_NORTH,HU,42.68,N
11/15/2018,8,1,HB_SOUTH,HU,50.6,N
11/15/2018,8,1,HB_WEST,HU,43.23,N
11/15/2018,8,1,HELIOS_RN,RN,52.9,N
11/15/2018,8,1,HHGT_KENDAL,RN,45.75,N
11/15/2018,8,1,HHOLLW2_WND1,RN,43.17,N
11/15/2018,8,1,HHOLLW3_WND1,RN,43.17,N
11/15/2018,8,1,HHOLLW4_WND1,RN,43.17,N
11/15/2018,8,1,HICK_G1_G2,RN,44.25,N
11/15/2018,8,1,HLSES_UNIT3,RN,42.74,N
11/15/2018,8,1,HLSES_UNIT4,RN,42.74,N
11/15/2018,8,1,HLSES_UNIT5,RN,42.74,N
11/15/2018,8,1,HORSECRK_RN,RN,42.93,N
11/15/2018,8,1,HOVEY_GEN,RN,43.71,N
11/15/2018,8,1,HRFDWIND_ALL,RN,42.99,N
11/15/2018,8,1,HWF_HWFG1,RN,43.05,N
11/15/2018,8,1,H_HOLLO_WND1,RN,43.17,N
11/15/2018,8,1,INDN_INDNNWP,RN,44.33,N
11/15/2018,8,1,IND_INADALE1,RN,43.21,N
11/15/2018,8,1,INGLCOSW_CC1,LCCRN,129.66,N
11/15/2018,8,1,INGLCOSW_STG,PCCRN,129.66,N
11/15/2018,8,1,INGLCOS_CTG1,PCCRN,129.66,N
11/15/2018,8,1,INGLCOS_CTG2,PCCRN,129.66,N
11/15/2018,8,1,INGLCO_PUN1,PUN,129.66,N
11/15/2018,8,1,INGLCO_PUN2,PUN,129.66,N
11/15/2018,8,1,INGLCO_PUN3,PUN,129.66,N
11/15/2018,8,1,INKS_INKS_G1,RN,28.45,N
11/15/2018,8,1,IN_INDNENR,RN,44.44,N
11/15/2018,8,1,IN_INDNENR_2,RN,44.23,N
11/15/2018,8,1,JACKCNTY_CC1,LCCRN,42.76,N
11/15/2018,8,1,JACKCNTY_CT1,PCCRN,42.76,N
11/15/2018,8,1,JACKCNTY_CT2,PCCRN,42.76,N
11/15/2018,8,1,JACKCNTY_STG,PCCRN,42.76,N
11/15/2018,8,1,JCKCNTY2_CC1,LCCRN,42.83,N
11/15/2018,8,1,JCKCNTY2_CT3,PCCRN,42.83,N
11/15/2018,8,1,JCKCNTY2_CT4,PCCRN,42.83,N
11/15/2018,8,1,JCKCNTY2_ST2,PCCRN,42.83,N
11/15/2018,8,1,KEECHI_U1,RN,42.76,N
11/15/2018,8,1,KEO_KEO_SM1,RN,44.08,N
11/15/2018,8,1,KING_KINGNE,RN,44.03,N
11/15/2018,8,1,KING_KINGNW,RN,43.99,N
11/15/2018,8,1,KING_KINGSE,RN,44.03,N
11/15/2018,8,1,KING_KINGSW,RN,43.99,N
11/15/2018,8,1,KMCHI_CC1,LCCRN,42.72,N
11/15/2018,8,1,KMCHI_CC2,LCCRN,42.72,N
11/15/2018,8,1,LAMESASLR_G,RN,43.36,N
11/15/2018,8,1,LARDVFTN_G4,RN,70.85,N
11/15/2018,8,1,LARDVFTN_G5,RN,70.85,N
11/15/2018,8,1,LASSO_GEN,RN,43.78,N
11/15/2018,8,1,LEG_LEG_G1,RN,42.36,N
11/15/2018,8,1,LEG_LEG_G2,RN,42.36,N
11/15/2018,8,1,LEONLCPCT1_2,RN,47.73,N
11/15/2018,8,1,LEONLCPCT3_4,RN,47.73,N
11/15/2018,8,1,LFBIO_UNIT1,RN,42.6,N
11/15/2018,8,1,LGD_LANGFORD,RN,44.16,N
11/15/2018,8,1,LGE_CC1,LCCRN,129.66,N
11/15/2018,8,1,LGE_LGE_GT1,PCCRN,129.66,N
11/15/2018,8,1,LGE_LGE_GT2,PCCRN,129.66,N
11/15/2018,8,1,LGE_LGE_STG,PCCRN,129.66,N
11/15/2018,8,1,LGE_PUN1,RN,129.66,N
11/15/2018,8,1,LGE_PUN2,RN,129.66,N
11/15/2018,8,1,LGW_UNIT_ALL,RN,41.27,N
11/15/2018,8,1,LHM_CVC_G4,RN,41.03,N
11/15/2018,8,1,LHM_PUN1,PUN,41.03,N
11/15/2018,8,1,LHM_PUN2,PUN,41.03,N
11/15/2018,8,1,LHORN_N_U1_2,RN,43,N
11/15/2018,8,1,LHSES_UNIT1,RN,42.68,N
11/15/2018,8,1,LHSES_UNIT2,RN,42.68,N
11/15/2018,8,1,LNCRK_ALL,RN,43.08,N
11/15/2018,8,1,LONEWOLF_ALL,RN,43.29,N
11/15/2018,8,1,LOSTPI_CC1,LCCRN,42.89,N
11/15/2018,8,1,LOS_LOSTPGT1,PCCRN,42.89,N
11/15/2018,8,1,LOS_LOSTPGT2,PCCRN,42.89,N
11/15/2018,8,1,LOS_LOSTPST1,PCCRN,42.89,N
11/15/2018,8,1,LPCCS_CC1,LCCRN,42.71,N
11/15/2018,8,1,LPCCS_CC2,LCCRN,42.71,N
11/15/2018,8,1,LPCCS_CT11,PCCRN,42.71,N
11/15/2018,8,1,LPCCS_CT12,PCCRN,42.71,N
11/15/2018,8,1,LPCCS_CT21,PCCRN,42.71,N
11/15/2018,8,1,LPCCS_CT22,PCCRN,42.71,N
11/15/2018,8,1,LPCCS_UNIT1,PCCRN,42.71,N
11/15/2018,8,1,LPCCS_UNIT2,PCCRN,42.71,N
11/15/2018,8,1,LV1A_LV1B,RN,83.01,N
11/15/2018,8,1,LV3_RN,RN,79.6,N
11/15/2018,8,1,LV3_UNIT1,RN,74.56,N
11/15/2018,8,1,LV4_UNIT_1,RN,74.56,N
11/15/2018,8,1,LV5_UNIT1,RN,79.6,N
11/15/2018,8,1,LZ_AEN,LZEW,44.65,N
11/15/2018,8,1,LZ_AEN,LZ,44.66,N
11/15/2018,8,1,LZ_CPS,LZEW,47.57,N
11/15/2018,8,1,LZ_CPS,LZ,47.56,N
11/15/2018,8,1,LZ_HOUSTON,LZEW,40.9,N
11/15/2018,8,1,LZ_HOUSTON,LZ,40.9,N
11/15/2018,8,1,LZ_LCRA,LZEW,43.32,N
11/15/2018,8,1,LZ_LCRA,LZ,43.32,N
11/15/2018,8,1,LZ_NORTH,LZEW,42.64,N
11/15/2018,8,1,LZ_NORTH,LZ,42.64,N
11/15/2018,8,1,LZ_RAYBN,LZ,42.69,N
11/15/2018,8,1,LZ_RAYBN,LZEW,42.69,N
11/15/2018,8,1,LZ_SOUTH,LZEW,72.71,N
11/15/2018,8,1,LZ_SOUTH,LZ,72.88,N
11/15/2018,8,1,LZ_WEST,LZEW,43.42,N
11/15/2018,8,1,LZ_WEST,LZ,43.42,N
11/15/2018,8,1,MARBFA,RN,44.68,N
11/15/2018,8,1,MARIAH_ALL,RN,42.99,N
11/15/2018,8,1,MAR_MARSFOG1,RN,44.31,N
11/15/2018,8,1,MAR_MARSFOG2,RN,44.31,N
11/15/2018,8,1,MAR_MARSFOG3,RN,44.31,N
11/15/2018,8,1,MCDLD_FCSBW1,RN,43.4,N
11/15/2018,8,1,MCSES_UNIT6,RN,42.67,N
11/15/2018,8,1,MCSES_UNIT7,RN,42.67,N
11/15/2018,8,1,MCSES_UNIT8,RN,42.67,N
11/15/2018,8,1,MDANP_CT1_2,RN,42.7,N
11/15/2018,8,1,MDANP_CT3_4,RN,42.7,N
11/15/2018,8,1,MDANP_CT5_6,RN,42.7,N
11/15/2018,8,1,MESQCRK_ALL,RN,43.29,N
11/15/2018,8,1,MGSES_CT123,RN,43.31,N
11/15/2018,8,1,MGSES_CT456,RN,43.31,N
11/15/2018,8,1,MIAM1_G1_G2,RN,42.99,N
11/15/2018,8,1,MIL_MILG1_2,RN,42.71,N
11/15/2018,8,1,MIL_MILG345,RN,42.71,N
11/15/2018,8,1,MIRAGE_G1,RN,40.92,N
11/15/2018,8,1,MIRASOLE_GEN,RN,77.01,N
11/15/2018,8,1,MLSES_UNIT1,RN,42.62,N
11/15/2018,8,1,MLSES_UNIT2,RN,42.62,N
11/15/2018,8,1,MLSES_UNIT3,RN,42.62,N
11/15/2018,8,1,MNSES_UNIT1,RN,42.7,N
11/15/2018,8,1,MNSES_UNIT2,RN,42.7,N
11/15/2018,8,1,MNSES_UNIT3,RN,42.7,N
11/15/2018,8,1,MOZART_WIND1,RN,43.16,N
11/15/2018,8,1,MWEC_G1,RN,43.16,N
11/15/2018,8,1,NACPW_UNIT1,RN,42.6,N
11/15/2018,8,1,NBOHR_RN,RN,43.44,N
11/15/2018,8,1,NCARBIDEG8,RN,-7.29,N
11/15/2018,8,1,NCARBIDE_1_7,RN,-7.29,N
11/15/2018,8,1,NCARBID_PUN1,PUN,-7.29,N
11/15/2018,8,1,NCARBID_PUN2,PUN,-7.29,N
11/15/2018,8,1,NEDIN_CC1,LCCRN,81.1,N
11/15/2018,8,1,NED_NEDIN_G1,PCCRN,81.1,N
11/15/2018,8,1,NED_NEDIN_G2,PCCRN,81.1,N
11/15/2018,8,1,NED_NEDIN_G3,PCCRN,81.1,N
11/15/2018,8,1,NUECES_B_CC1,LCCRN,128.57,N
11/15/2018,8,1,NUE_NUECESG7,PCCRN,128.63,N
11/15/2018,8,1,NUE_NUECESG8,PCCRN,128.53,N
11/15/2018,8,1,NUE_NUECESG9,PCCRN,128.53,N
11/15/2018,8,1,NWF_NWF1,RN,43.53,N
11/15/2018,8,1,OECCS_1,PCCRN,43.55,N
11/15/2018,8,1,OECCS_2,PCCRN,43.55,N
11/15/2018,8,1,OECCS_CC1,LCCRN,42.66,N
11/15/2018,8,1,OECCS_CC2,LCCRN,42.68,N
11/15/2018,8,1,OGSES_1,RN,42.48,N
11/15/2018,8,1,OGSES_2,RN,42.48,N
11/15/2018,8,1,OKLA_OKLA_G1,RN,42.94,N
11/15/2018,8,1,OLIN_OLING_1,RN,42.68,N
11/15/2018,8,1,OLIN_OLING_2,RN,42.68,N
11/15/2018,8,1,OLIN_OLING_3,RN,42.68,N
11/15/2018,8,1,OLIN_OLING_4,RN,42.68,N
11/15/2018,8,1,OWF_OWF,RN,43.42,N
11/15/2018,8,1,OXY_OXY_CCG1,RN,130.5,N
11/15/2018,8,1,OXY_PUN1,PUN,130.5,N
11/15/2018,8,1,OXY_PUN2,PUN,130.5,N
11/15/2018,8,1,PANDA_S_CC1,LCCRN,42.73,N
11/15/2018,8,1,PANDA_S_CT1,PCCRN,42.73,N
11/15/2018,8,1,PANDA_S_CT2,PCCRN,42.73,N
11/15/2018,8,1,PANDA_S_ST1,RN,42.73,N
11/15/2018,8,1,PANDA_T1_CC1,LCCRN,42.96,N
11/15/2018,8,1,PANDA_T1_CT1,PCCRN,42.96,N
11/15/2018,8,1,PANDA_T1_CT2,PCCRN,42.96,N
11/15/2018,8,1,PANDA_T1_ST1,PCCRN,42.96,N
11/15/2018,8,1,PANDA_T2_CC1,LCCRN,42.96,N
11/15/2018,8,1,PANDA_T2_CT1,PCCRN,42.96,N
11/15/2018,8,1,PANDA_T2_CT2,PCCRN,42.96,N
