DeliveryDate,HourEnding,SettlementPoint,SettlementPointPrice,DSTFlag
11/13/2018,1:00,CVC_CVCG1_5,20.54,N
11/13/2018,1:00,CVC_CVC_G2,20.54,N
11/13/2018,1:00,CVC_CVC_G3,20.54,N
11/13/2018,1:00,DANSBY_ALL,22.38,N
11/13/2018,1:00,DC2SES_ALL,18.94,N
11/13/2018,1:00,DC_E,22.24,N
11/13/2018,1:00,DC_L,21.55,N
11/13/2018,1:00,DC_N,19.77,N
11/13/2018,1:00,DC_R,23.41,N
11/13/2018,1:00,DC_S,21.92,N
11/13/2018,1:00,DDPEC_CC1,20.43,N
11/13/2018,1:00,DDPEC_GT1,20.43,N
11/13/2018,1:00,DDPEC_GT2,20.43,N
11/13/2018,1:00,DDPEC_GT3,20.43,N
11/13/2018,1:00,DDPEC_GT4,20.43,N
11/13/2018,1:00,DDPEC_GT6,20.43,N
11/13/2018,1:00,DDPEC_ST1,20.43,N
11/13/2018,1:00,DECKER_DPG1,20.05,N
11/13/2018,1:00,DECKER_DPG2,20.05,N
11/13/2018,1:00,DECKER_GT,20.04,N
11/13/2018,1:00,DENISON_G1_2,21.89,N
11/13/2018,1:00,DERMOTT_ALL,19.66,N
11/13/2018,1:00,DIB_CC1,20.62,N
11/13/2018,1:00,DIB_DIB_G1,20.62,N
11/13/2018,1:00,DIB_DIB_G2,20.62,N
11/13/2018,1:00,DIB_DIB_G3,20.62,N
11/13/2018,1:00,DIB_DIB_G4,20.62,N
11/13/2018,1:00,DIB_PUN1,20.62,N
11/13/2018,1:00,DIB_PUN2,20.62,N
11/13/2018,1:00,DOWGEN_PUN1,20.16,N
11/13/2018,1:00,DOWGEN_PUN2,20.16,N
11/13/2018,1:00,DOWGEN_PUN3,20.16,N
11/13/2018,1:00,DOW_61_2_63,20.16,N
11/13/2018,1:00,DOW_64,20.16,N
11/13/2018,1:00,DOW_81_2_84,20.16,N
11/13/2018,1:00,DOW_G37_G35,20.16,N
11/13/2018,1:00,DOW_G66_ST65,20.16,N
11/13/2018,1:00,DOW_G67,20.16,N
11/13/2018,1:00,DOW_G96_ST95,20.16,N
11/13/2018,1:00,DUKE_CC1,22.24,N
11/13/2018,1:00,DUKE_GST1CCU,22.24,N
11/13/2018,1:00,DUKE_GT2_CCU,22.24,N
11/13/2018,1:00,DUP_DUPV1_G1,24.81,N
11/13/2018,1:00,DUP_PUN1,24.81,N
11/13/2018,1:00,DUP_PUN2,24.81,N
11/13/2018,1:00,DUP_PUN3,24.81,N
11/13/2018,1:00,DUP_PUN4,24.81,N
11/13/2018,1:00,ECLIPSE_UN1,20.3,N
11/13/2018,1:00,ELB_ELBCREEK,19.54,N
11/13/2018,1:00,ELECTRAW_1_2,19.77,N
11/13/2018,1:00,ENAS_ENA1,19.84,N
11/13/2018,1:00,ETCCS_CC1,24.65,N
11/13/2018,1:00,ETCCS_CCU,24.65,N
11/13/2018,1:00,EXGNSND_RN,19.41,N
11/13/2018,1:00,EXGNWTL_1,9.22,N
11/13/2018,1:00,EXN_14,20.57,N
11/13/2018,1:00,EXN_1_3,20.57,N
11/13/2018,1:00,EXN_4,20.57,N
11/13/2018,1:00,EXN_8,20.57,N
11/13/2018,1:00,EXN_9_13,20.57,N
11/13/2018,1:00,EXN_PUN1,20.57,N
11/13/2018,1:00,EXN_PUN2,20.57,N
11/13/2018,1:00,EXN_PUN3,20.57,N
11/13/2018,1:00,FAL_FALCONG1,22.73,N
11/13/2018,1:00,FAL_FALCONG2,22.73,N
11/13/2018,1:00,FAL_FALCONG3,22.73,N
11/13/2018,1:00,FEGC_RN,20.54,N
11/13/2018,1:00,FERGCC_CC1,18.95,N
11/13/2018,1:00,FERGCC_GT1_1,18.95,N
11/13/2018,1:00,FERGCC_GT2_3,18.95,N
11/13/2018,1:00,FERGCC_ST1_5,18.95,N
11/13/2018,1:00,FERMI_ALL,19.57,N
11/13/2018,1:00,FLCNS_CC1,19.72,N
11/13/2018,1:00,FLCNS_UNIT1,19.72,N
11/13/2018,1:00,FLCNS_UNIT2,19.72,N
11/13/2018,1:00,FLCNS_UNIT3,19.72,N
11/13/2018,1:00,FLTCK_SSI,19.56,N
11/13/2018,1:00,FLUVANNA_1_2,19.69,N
11/13/2018,1:00,FORMOSA_CC1,24.44,N
11/13/2018,1:00,FORMOSA_PUN1,24.44,N
11/13/2018,1:00,FORMOSA_PUN2,24.44,N
11/13/2018,1:00,FO_FORMOSA11,24.44,N
11/13/2018,1:00,FO_FORMOSA12,24.44,N
11/13/2018,1:00,FO_FORMOSG1,24.44,N
11/13/2018,1:00,FO_FORMOSG10,24.44,N
11/13/2018,1:00,FO_FORMOSG2,24.44,N
11/13/2018,1:00,FO_FORMOSG3,24.44,N
11/13/2018,1:00,FO_FORMOSG4,24.44,N
11/13/2018,1:00,FO_FORMOSG5,24.44,N
11/13/2018,1:00,FO_FORMOSG6,24.44,N
11/13/2018,1:00,FO_FORMOSG7,24.44,N
11/13/2018,1:00,FO_FORMOSG8,24.44,N
11/13/2018,1:00,FO_FORMOSG9,24.44,N
11/13/2018,1:00,FPPYD_FPP_G1,20.08,N
11/13/2018,1:00,FPPYD_FPP_G2,20.08,N
11/13/2018,1:00,FPPYD_FPP_G3,20.08,N
11/13/2018,1:00,FREC_1_CCU,21.22,N
11/13/2018,1:00,FREC_2_CCU,20.28,N
11/13/2018,1:00,FREC_CC1,21.22,N
11/13/2018,1:00,FREC_CC2,20.28,N
11/13/2018,1:00,FRNYPP_1_CCU,22.64,N
11/13/2018,1:00,FRNYPP_2_CCU,22.64,N
11/13/2018,1:00,FRNYPP_CC1,22.64,N
11/13/2018,1:00,FRNYPP_CC2,22.64,N
11/13/2018,1:00,FTR_CC1,20.58,N
11/13/2018,1:00,FTR_FTR_G1_4,20.58,N
11/13/2018,1:00,FTWIND_UNIT1,19.58,N
11/13/2018,1:00,GBY_GBY_5,20.56,N
11/13/2018,1:00,GBY_GT,20.57,N
11/13/2018,1:00,GIB_GIB_CRG1,20.59,N
11/13/2018,1:00,GID_GIDEONG1,20.07,N
11/13/2018,1:00,GID_GIDEONG2,20.07,N
11/13/2018,1:00,GID_GIDEONG3,20.07,N
11/13/2018,1:00,GOA_GOATWIND,19.69,N
11/13/2018,1:00,GPASTURE_ALL,19.72,N
11/13/2018,1:00,GRANDVW1_A_B,19.71,N
11/13/2018,1:00,GRSES_UNIT1,19.48,N
11/13/2018,1:00,GRSES_UNIT2,19.41,N
11/13/2018,1:00,GUADG_CC1,20.06,N
11/13/2018,1:00,GUADG_CC2,20.06,N
11/13/2018,1:00,GUADG_CCU1,20.06,N
11/13/2018,1:00,GUADG_CCU2,20.06,N
11/13/2018,1:00,GUNMTN_NODE,20.23,N
11/13/2018,1:00,GWEC_G1,19.32,N
11/13/2018,1:00,HAYSEN1_2,20.04,N
11/13/2018,1:00,HAYSEN3_4,20.04,N
11/13/2018,1:00,HB_BUSAVG,20.4,N
11/13/2018,1:00,HB_HOUSTON,20.45,N
11/13/2018,1:00,HB_HUBAVG,20.16,N
11/13/2018,1:00,HB_NORTH,20.84,N
11/13/2018,1:00,HB_SOUTH,19.75,N
11/13/2018,1:00,HB_WEST,19.58,N
11/13/2018,1:00,HELIOS_RN,21.23,N
11/13/2018,1:00,HHGT_KENDAL,19.9,N
11/13/2018,1:00,HHOLLW2_WND1,19.64,N
11/13/2018,1:00,HHOLLW3_WND1,19.64,N
11/13/2018,1:00,HHOLLW4_WND1,19.64,N
11/13/2018,1:00,HICK_G1_G2,19.5,N
11/13/2018,1:00,HLSES_UNIT3,14.7,N
11/13/2018,1:00,HLSES_UNIT4,14.7,N
11/13/2018,1:00,HLSES_UNIT5,14.7,N
11/13/2018,1:00,HORSECRK_RN,19.63,N
11/13/2018,1:00,HOVEY_GEN,44.79,N
11/13/2018,1:00,HRFDWIND_ALL,19.71,N
11/13/2018,1:00,HWF_HWFG1,19.52,N
11/13/2018,1:00,H_HOLLO_WND1,19.64,N
11/13/2018,1:00,INDN_INDNNWP,18.96,N
11/13/2018,1:00,IND_INADALE1,19.63,N
11/13/2018,1:00,INGLCOSW_CC1,25.2,N
11/13/2018,1:00,INGLCOSW_STG,25.2,N
11/13/2018,1:00,INGLCOS_CTG1,25.2,N
11/13/2018,1:00,INGLCOS_CTG2,25.2,N
11/13/2018,1:00,INGLCO_PUN1,25.2,N
11/13/2018,1:00,INGLCO_PUN2,25.2,N
11/13/2018,1:00,INGLCO_PUN3,25.2,N
11/13/2018,1:00,INKS_INKS_G1,19.06,N
11/13/2018,1:00,IN_INDNENR,19.02,N
11/13/2018,1:00,IN_INDNENR_2,19.2,N
11/13/2018,1:00,JACKCNTY_CC1,19.87,N
11/13/2018,1:00,JACKCNTY_CT1,19.87,N
11/13/2018,1:00,JACKCNTY_CT2,19.87,N
11/13/2018,1:00,JACKCNTY_STG,19.87,N
11/13/2018,1:00,JCKCNTY2_CC1,19.44,N
11/13/2018,1:00,JCKCNTY2_CT3,19.44,N
11/13/2018,1:00,JCKCNTY2_CT4,19.44,N
11/13/2018,1:00,JCKCNTY2_ST2,19.44,N
11/13/2018,1:00,KEECHI_U1,19.87,N
11/13/2018,1:00,KEO_KEO_SM1,18.81,N
11/13/2018,1:00,KING_KINGNE,19.27,N
11/13/2018,1:00,KING_KINGNW,19.74,N
11/13/2018,1:00,KING_KINGSE,19.27,N
11/13/2018,1:00,KING_KINGSW,19.74,N
11/13/2018,1:00,KMCHI_CC1,22.07,N
11/13/2018,1:00,KMCHI_CC2,22.07,N
11/13/2018,1:00,LAMESASLR_G,20.2,N
11/13/2018,1:00,LARDVFTN_G4,21.55,N
11/13/2018,1:00,LARDVFTN_G5,21.55,N
11/13/2018,1:00,LASSO_GEN,47.77,N
11/13/2018,1:00,LEG_LEG_G1,20,N
11/13/2018,1:00,LEG_LEG_G2,20,N
11/13/2018,1:00,LEONLCPCT1_2,20.61,N
11/13/2018,1:00,LEONLCPCT3_4,20.61,N
11/13/2018,1:00,LFBIO_UNIT1,21.72,N
11/13/2018,1:00,LGD_LANGFORD,19.62,N
11/13/2018,1:00,LGE_CC1,25.22,N
11/13/2018,1:00,LGE_LGE_GT1,25.22,N
11/13/2018,1:00,LGE_LGE_GT2,25.22,N
11/13/2018,1:00,LGE_LGE_STG,25.22,N
11/13/2018,1:00,LGE_PUN1,25.22,N
11/13/2018,1:00,LGE_PUN2,25.2,N
11/13/2018,1:00,LGW_UNIT_ALL,13.3,N
11/13/2018,1:00,LHM_CVC_G4,20.57,N
11/13/2018,1:00,LHM_PUN1,20.57,N
11/13/2018,1:00,LHM_PUN2,20.57,N
11/13/2018,1:00,LHORN_N_U1_2,19.71,N
11/13/2018,1:00,LHSES_UNIT1,23.17,N
11/13/2018,1:00,LHSES_UNIT2,23.17,N
11/13/2018,1:00,LNCRK_ALL,19.55,N
11/13/2018,1:00,LONEWOLF_ALL,19.63,N
11/13/2018,1:00,LOSTPI_CC1,20.05,N
11/13/2018,1:00,LOS_LOSTPGT1,20.05,N
11/13/2018,1:00,LOS_LOSTPGT2,20.05,N
11/13/2018,1:00,LOS_LOSTPST1,20.05,N
11/13/2018,1:00,LPCCS_CC1,22.12,N
11/13/2018,1:00,LPCCS_CC2,22.12,N
11/13/2018,1:00,LPCCS_CT11,22.12,N
11/13/2018,1:00,LPCCS_CT12,22.12,N
11/13/2018,1:00,LPCCS_CT21,22.12,N
11/13/2018,1:00,LPCCS_CT22,22.12,N
11/13/2018,1:00,LPCCS_UNIT1,22.12,N
11/13/2018,1:00,LPCCS_UNIT2,22.12,N
11/13/2018,1:00,LV1A_LV1B,15.91,N
11/13/2018,1:00,LV3_RN,23.05,N
11/13/2018,1:00,LV3_UNIT1,21.21,N
11/13/2018,1:00,LV4_UNIT_1,21.21,N
11/13/2018,1:00,LV5_UNIT1,23.05,N
11/13/2018,1:00,LZ_AEN,20.06,N
11/13/2018,1:00,LZ_CPS,20.35,N
11/13/2018,1:00,LZ_HOUSTON,20.63,N
11/13/2018,1:00,LZ_LCRA,20.08,N
11/13/2018,1:00,LZ_NORTH,21.24,N
11/13/2018,1:00,LZ_RAYBN,22.31,N
11/13/2018,1:00,LZ_SOUTH,22.16,N
11/13/2018,1:00,LZ_WEST,24.69,N
11/13/2018,1:00,MARBFA,19.99,N
11/13/2018,1:00,MARIAH_ALL,19.71,N
11/13/2018,1:00,MAR_MARSFOG1,20.05,N
11/13/2018,1:00,MAR_MARSFOG2,20.05,N
11/13/2018,1:00,MAR_MARSFOG3,20.05,N
11/13/2018,1:00,MCDLD_FCSBW1,20.66,N
11/13/2018,1:00,MCSES_UNIT6,27.81,N
11/13/2018,1:00,MCSES_UNIT7,27.81,N
11/13/2018,1:00,MCSES_UNIT8,27.81,N
11/13/2018,1:00,MDANP_CT1_2,19.45,N
11/13/2018,1:00,MDANP_CT3_4,19.45,N
11/13/2018,1:00,MDANP_CT5_6,19.45,N
11/13/2018,1:00,MESQCRK_ALL,19.61,N
11/13/2018,1:00,MGSES_CT123,19.83,N
11/13/2018,1:00,MGSES_CT456,19.83,N
11/13/2018,1:00,MIAM1_G1_G2,19.71,N
11/13/2018,1:00,MIL_MILG1_2,19.45,N
11/13/2018,1:00,MIL_MILG345,19.45,N
11/13/2018,1:00,MIRAGE_G1,20.63,N
11/13/2018,1:00,MIRASOLE_GEN,21.21,N
11/13/2018,1:00,MLSES_UNIT1,22.01,N
11/13/2018,1:00,MLSES_UNIT2,22.01,N
11/13/2018,1:00,MLSES_UNIT3,22.01,N
11/13/2018,1:00,MNSES_UNIT1,22.25,N
11/13/2018,1:00,MNSES_UNIT2,22.25,N
11/13/2018,1:00,MNSES_UNIT3,22.25,N
11/13/2018,1:00,MOZART_WIND1,19.75,N
11/13/2018,1:00,MWEC_G1,19.76,N
11/13/2018,1:00,NACPW_UNIT1,21.73,N
11/13/2018,1:00,NBOHR_RN,19.99,N
11/13/2018,1:00,NCARBIDEG8,25.27,N
11/13/2018,1:00,NCARBIDE_1_7,25.27,N
11/13/2018,1:00,NCARBID_PUN1,25.27,N
11/13/2018,1:00,NCARBID_PUN2,25.27,N
11/13/2018,1:00,NEDIN_CC1,22.11,N
11/13/2018,1:00,NED_NEDIN_G1,22.11,N
11/13/2018,1:00,NED_NEDIN_G2,22.11,N
11/13/2018,1:00,NED_NEDIN_G3,22.11,N
11/13/2018,1:00,NUECES_B_CC1,24.76,N
11/13/2018,1:00,NUE_NUECESG7,24.77,N
11/13/2018,1:00,NUE_NUECESG8,24.76,N
11/13/2018,1:00,NUE_NUECESG9,24.76,N
11/13/2018,1:00,NWF_NWF1,60.56,N
11/13/2018,1:00,OECCS_1,19.03,N
11/13/2018,1:00,OECCS_2,19.03,N
11/13/2018,1:00,OECCS_CC1,19.03,N
11/13/2018,1:00,OECCS_CC2,19.03,N
11/13/2018,1:00,OGSES_1,19.88,N
11/13/2018,1:00,OGSES_2,19.88,N
11/13/2018,1:00,OKLA_OKLA_G1,19.77,N
11/13/2018,1:00,OLIN_OLING_1,22.59,N
11/13/2018,1:00,OLIN_OLING_2,22.59,N
11/13/2018,1:00,OLIN_OLING_3,22.59,N
11/13/2018,1:00,OLIN_OLING_4,22.59,N
11/13/2018,1:00,OWF_OWF,20.73,N
11/13/2018,1:00,OXY_OXY_CCG1,25.17,N
11/13/2018,1:00,OXY_PUN1,25.17,N
11/13/2018,1:00,OXY_PUN2,25.17,N
11/13/2018,1:00,PANDA_S_CC1,21.82,N
11/13/2018,1:00,PANDA_S_CT1,21.82,N
11/13/2018,1:00,PANDA_S_CT2,21.82,N
11/13/2018,1:00,PANDA_S_ST1,21.82,N
11/13/2018,1:00,PANDA_T1_CC1,19.86,N
11/13/2018,1:00,PANDA_T1_CT1,19.86,N
11/13/2018,1:00,PANDA_T1_CT2,19.86,N
11/13/2018,1:00,PANDA_T1_ST1,19.86,N
11/13/2018,1:00,PANDA_T2_CC1,19.86,N
11/13/2018,1:00,PANDA_T2_CT1,19.86,N
11/13/2018,1:00,PANDA_T2_CT2,19.86,N
11/13/2018,1:00,PANDA_T2_ST1,19.86,N
11/13/2018,1:00,PAP1_PAP1,25.2,N
11/13/2018,1:00,PB2SES_CT1,35.57,N
11/13/2018,1:00,PB2SES_CT2,35.57,N
11/13/2018,1:00,PB2SES_CT3,35.57,N
11/13/2018,1:00,PB2SES_CT4,35.57,N
11/13/2018,1:00,PB2SES_CT5,35.57,N
11/13/2018,1:00,PC_NORTH_1,19.54,N
11/13/2018,1:00,PC_SOUTH_ALL,19.54,N
11/13/2018,1:00,PEARSA_1_24,21.56,N
11/13/2018,1:00,PEAR_PEARS_1,21.62,N
11/13/2018,1:00,PEAR_PEARS_2,21.62,N
11/13/2018,1:00,PENA_ALL,17.53,N
11/13/2018,1:00,PH1_UNIT1_2,19.71,N
11/13/2018,1:00,PH2_U1_U2,19.71,N
11/13/2018,1:00,PNPI_GT2_RN,20.47,N
11/13/2018,1:00,PR_PR_G2,20.64,N
11/13/2018,1:00,PSA_CC1,20.57,N
11/13/2018,1:00,PSA_PSA_G1,20.57,N
11/13/2018,1:00,PSA_PSA_G2,20.57,N
11/13/2018,1:00,PSA_PSA_G3,20.57,N
11/13/2018,1:00,PSA_PSA_G4,20.57,N
11/13/2018,1:00,PSA_PSA_G5,20.57,N
11/13/2018,1:00,PSA_PSA_G6,20.57,N
11/13/2018,1:00,PSA_PSA_G7,20.57,N
11/13/2018,1:00,PSA_PUN1,20.57,N
11/13/2018,1:00,PSA_PUN2,20.57,N
11/13/2018,1:00,PSA_PUN3,20.57,N
11/13/2018,1:00,PSA_PUN4,20.57,N
11/13/2018,1:00,PSA_PUN5,20.57,N
11/13/2018,1:00,PSG_CC1,20.63,N
11/13/2018,1:00,PSG_PSG_GT2,20.63,N
11/13/2018,1:00,PSG_PSG_GT3,20.63,N
11/13/2018,1:00,PSG_PSG_ST1,20.63,N
11/13/2018,1:00,PYR_PYRON1,19.63,N
11/13/2018,1:00,QALSW_ALL,19.03,N
11/13/2018,1:00,QALSW_CC1,19.03,N
11/13/2018,1:00,QALSW_CC2,19.03,N
11/13/2018,1:00,RAYBURN_CC1,20.41,N
11/13/2018,1:00,RAYBURN_G1_2,21.05,N
11/13/2018,1:00,RAYB_G78910,20.41,N
11/13/2018,1:00,RDCAN_RDCNY1,19.76,N
11/13/2018,1:00,REDFISH_ALL,9.22,N
11/13/2018,1:00,REDGATE_ALL,21.62,N
11/13/2018,1:00,REROCK_ALL,44.24,N
11/13/2018,1:00,RHESS_1,19.97,N
11/13/2018,1:00,RIGGIN_UNIT1,49.58,N
11/13/2018,1:00,RIONOG_CC1,20.06,N
11/13/2018,1:00,RIONOG_CT1,20.06,N
11/13/2018,1:00,RIONOG_CT2,20.06,N
11/13/2018,1:00,RIONOG_CT3,20.06,N
11/13/2018,1:00,RIONOG_ST1,20.06,N
11/13/2018,1:00,RN_DEC_AGR_A,20.86,N
11/13/2018,1:00,RN_DEC_AGR_B,20.86,N
11/13/2018,1:00,RN_DEC_AGR_C,20.86,N
11/13/2018,1:00,RN_DEC_AGR_D,20.86,N
11/13/2018,1:00,RN_DEC_GSU0,20.86,N
11/13/2018,1:00,RN_DEC_GSU1,20.86,N
11/13/2018,1:00,RN_DEC_GSU2,20.86,N
11/13/2018,1:00,RN_ECEC_HOLT,23.33,N
11/13/2018,1:00,RN_OCI_ALAMO,20.48,N
11/13/2018,1:00,RN_RTS1,19.66,N
11/13/2018,1:00,RN_SR_WIND1,18.35,N
11/13/2018,1:00,RN_TOSBATT,20.55,N
11/13/2018,1:00,ROUTE66_RN,19.71,N
11/13/2018,1:00,RSK_RN,19.99,N
11/13/2018,1:00,SALVTION_GEN,19.63,N
11/13/2018,1:00,SANDHSYD1_2,20.05,N
11/13/2018,1:00,SANDHSYD3_4,20.05,N
11/13/2018,1:00,SANDHSYD6_7,20.05,N
11/13/2018,1:00,SANDHSYD_5AC,20.05,N
11/13/2018,1:00,SANDHSYD_CC1,20.05,N
11/13/2018,1:00,SANTACRU_ALL,19.59,N
11/13/2018,1:00,SAN_SANMIGG1,20.21,N
11/13/2018,1:00,SC2SES_UNIT1,21.73,N
11/13/2018,1:00,SCES_UNIT1,19.74,N
11/13/2018,1:00,SCLP_PUN1,20.38,N
11/13/2018,1:00,SCLP_PUN2,20.38,N
11/13/2018,1:00,SCLP_PUN3,20.38,N
11/13/2018,1:00,SCLP_PUN4,20.38,N
11/13/2018,1:00,SCLP_SCLPC_1,20.38,N
11/13/2018,1:00,SCLP_SCLPC_2,20.38,N
11/13/2018,1:00,SCLP_SCLPC_3,20.38,N
